LON,LAT,NAME
27.87275,-26.22213,Matlala Taxi Rank (Dobsonville)
27.8738,-26.22214,Matlala Taxi Rank (Dobsonville)
27.82414,-26.24873,Matshaya Street Taxi Rank
28.1747,-26.03331,Mayibuye Taxi Rank
28.17535,-26.03313,Mayibuye Taxi Rank
27.75178,-26.06719,Mayibuye Taxi Rank
28.04895,-26.1887,Mcdonald's Hillbrow Taxi Rank
27.9015,-26.2199,Meadow Point Shopping Centre Taxi Rank
28.27628,-25.78093,Menlyn Park Taxi Rank
27.84824,-26.26379,Merafe Taxi Rank
27.84776,-26.26296,Merafe Taxi Rank
27.84803,-26.26333,Merafe Taxi Rank
27.84796,-26.26319,Merafe Taxi Rank
28.01136,-26.55592,Meyerton Station Taxi Rank
28.12837,-25.99808,Midrand Taxi Rank
28.12762,-25.99771,Midrand Taxi Rank
28.12866,-25.99823,Midrand Taxi Rank
28.12799,-25.99774,Midrand Taxi Rank
28.12808,-25.99793,Midrand Taxi Rank
28.12922,-25.99753,Mildrand Taxi Rank
27.93162,-26.22769,Mlamlankunzi Taxi Rank (Oralndo East)
27.93223,-26.22743,"Mlamlankunzi Taxi Rank, Corner Mooki Street and Soweto Highway"
27.81833,-26.24694,Mndeni Taxi Rank
27.81832,-26.24737,Mndeni Taxi Rank
27.90892,-26.21722,Modise Taxi Rank
28.17388,-25.74078,Mogul St Taxi Rank
28.17388,-25.74107,Mogul Street Taxi Rank
27.76912,-26.10547,Molepha Street Taxi Rank
28.62054,-25.46307,Moloto Shopping Centre Taxi Rank
28.09255,-25.84832,Mooiplaas Informal Settlement Taxi Rank
28.36157,-25.73462,Moreri Street Taxi Rank
27.7838,-26.68665,Movhango Taxi Rank
27.87063,-26.24535,Mputhi Street Taxi Rank
27.75502,-26.07988,Munsieville Taxi Rank
27.78391,-26.68668,Mvhango Taxi Rank
27.8321,-26.2616,Naledi Ext Taxi Rank
27.87581,-26.50424,Nandos Lakeside Taxi Rank
27.8755,-26.50423,Nandos Taxi Rank
27.87552,-26.50429,"Nandos Taxi Rank, Lakeside"
28.14724,-26.32614,Natal Spruit Taxi Rank
28.14488,-26.32687,Natal Spruit Taxi Rank
28.14709,-26.32606,Natal Spruit Taxi Rank
28.14705,-26.32601,Natal Spruit Taxi Rank
28.14563,-26.3261,Natal Spruit Taxi Rank
28.14554,-26.32649,Natal Spruit Taxi Rank
28.1454,-26.3263,Natal Spruit Taxi Rank
28.14722,-26.32593,Natal Spruit Taxi Rank
28.14594,-26.32654,Natal Spruit Taxi Rank
28.14709,-26.32601,Natal Spruit Taxi Rank
28.14499,-26.32679,Natalspruit Hospital Taxi Rank
28.14246,-26.32773,"Natalspruit Hospital, Kathlehong Centre Taxi rank"
28.14791,-26.32445,Natalspruit Taxi Rank
27.89901,-26.22254,Ndofaya Mall Taxi Rank
28.36053,-25.73959,Nellmapius Taxi Rank
27.94199,-26.21587,New Canada Taxi Rank
28.12126,-26.2616,New Red Ruth Taxi Rank
28.47078,-26.41476,Nigel Taxi Rank
28.716,-25.687,Nkangala Taxi Rank
28.71612,-25.68678,Nkangala Taxi Rank/Ekandustria
28.02075,-25.92293,No 2 Diepsloot Taxi Rank
28.04785,-26.19979,Noord Taxi Rank
28.04673,-26.19859,Noord Taxi Rank
28.04779,-26.19937,Noord Taxi Rank
28.04782,-26.19962,Noord Taxi Rank
28.04662,-26.19794,Noord Taxi Rank
28.04781,-26.19952,Noord Taxi Rank
28.0467,-26.19844,Noord Taxi Rank
28.04773,-26.19931,Noord Taxi Rank
28.04857,-26.19907,Noord Taxi Rank
28.04859,-26.19921,Noord Taxi Rank
28.04768,-26.19871,Noord Taxi Rank
28.04781,-26.19953,Noord Taxi Rank
28.04853,-26.19934,Noord Taxi Rank
28.04862,-26.19939,Noord Taxi Rank
28.04842,-26.19796,Noord Taxi Rank(Station)
27.93267,-26.22717,Noordgesig Taxi Rank
28.12374,-25.95107,Noordwyk Taxi Rank
27.94533,-26.06097,North Gate Mall Taxi Rank
27.94566,-26.05954,North Gate Shopping Centre Taxi Rank
27.94409,-26.05849,North Gate Taxi Rank
28.05286,-26.20437,Nugget Street Taxi Rank
28.24793,-26.00445,Oakmoor East Taxi Rank
28.24917,-26.00647,Oakmoor East Taxi Rank
28.24696,-26.00508,Oakmoor Taxi Rank
28.24805,-26.00425,Oakmoor Taxi Rank
28.24773,-26.00507,Oakmoor Taxi Rank
28.24786,-26.00374,Oakmoor Taxi Rank
28.24885,-26.00686,Oakmore Taxi Rank
28.24784,-26.00417,Oakmore Taxi Rank
28.25014,-26.0065,Oakmore Taxi Rank
27.3915,-26.34422,Oberholzer Taxi Rank
27.39186,-26.3454,Oberholzer Taxi Rank
28.09455,-25.91506,Olievenhoutbos Taxi Rank
28.09719,-25.91259,"Olievenhoutbos Taxi Rank, Bohlale Street"
28.09903,-25.92302,Olievenhoutbosch Plaza Taxi Rank
28.12269,-25.95008,Olifantsfontein Road Taxi Rank
28.23283,-25.95005,Olifantsfontein Taxi Rank
28.23314,-25.94921,Olifantsfontein Taxi Rank
28.23316,-25.94907,Olifantsfontein Taxi Rank
28.09813,-25.92559,Olivenhoutbosch Taxi Rank
28.09813,-25.92556,Olivenhoutbosch Taxi Rank
27.86587,-26.45443,Orange Farm Ext 2 Taxi Rank
27.86551,-26.45428,Orange Farm Ext 2 Taxi Rank
27.86582,-26.45443,Orange Farm Ext 2 Taxi Rank
27.86591,-26.45445,Orange Farm Ext 2 Taxi Rank
27.86594,-26.45448,Orange Farm Ext 2 Taxi Rank
27.86645,-26.45465,"Orange Farm Ext 2 Taxi Rank, Link Road"
27.85935,-26.50415,"Orange Farm, Lakeside Ext 9 Taxi Rank"
27.92976,-26.24283,Orlando East Taxi Rank
27.93524,-26.24338,Orlando East Taxi Rank
27.92992,-26.24292,Orlando East Taxi Rank
27.91855,-26.24007,Orlando Taxi Rank
28.12317,-26.27382,Padstow Taxi Rank
28.14381,-26.38912,Palm Ridge Taxi Rank
27.84658,-26.49706,Palm Springs Mall Taxi Rank
28.08848,-26.1104,Pan Africa Shopping Centre Taxi Rank
28.08683,-26.10923,Pan Africa Taxi Rank
28.08747,-26.11033,Pan Africa Taxi Rank
28.08658,-26.11019,Pan Africa Taxi Rank
28.08798,-26.11037,Pan Africa Taxi Rank
28.08775,-26.11035,Pan African Shopping Centre Taxi Rank
28.08675,-26.11003,Pan African Shopping Centre Taxi Rank
28.08747,-26.11023,Pan African Taxi Rank
28.08852,-26.10938,Pan African Taxi Rank
28.08857,-26.10891,Pan African Taxi Rank
28.08682,-26.10926,Pan African Taxi Rank
28.08679,-26.10956,Pan African Taxi Rank
28.08848,-26.11027,Pan African Taxi Rank
28.08855,-26.10924,Pan African Taxi Rank
28.0879,-26.10875,Pan African Taxi Rank
28.08846,-26.11055,Pan African Taxi Rank
28.08683,-26.10918,Pan African Taxi Rank
28.08624,-26.11024,Pan African Taxi Rank
28.08675,-26.11002,Pan African Taxi Rank
28.0879,-26.11036,Pan African Taxi Rank
28.08852,-26.10977,Pan African Taxi Rank
28.08859,-26.10895,Pan African Taxi Rank
28.08857,-26.10917,Pan African Taxi Rank
28.08691,-26.10829,Pan Taxi Rank
28.08846,-26.10868,Pan Taxi Rank
28.0513,-26.19832,"Park Central Taxi Rank, Corner De Villiers Street and Banket Street"
28.04943,-26.19847,"Park Central Taxi Rank, Corner Quartz Street and De Villiers Street"
28.04456,-26.19819,Park Station Taxi Rank
27.90171,-26.23691,Phefeni Station South Taxi Rank
28.18138,-26.03908,Phomolong Taxi Rank
28.0428,-25.78535,Phomolong Taxi Rank
28.04388,-25.78541,Phomolong Taxi Rank
28.04391,-25.78498,Phomolong Taxi Rank
28.04395,-25.78507,Phomolong Taxi Rank
28.1805,-26.03873,Phomolong Taxi Rank
28.04403,-25.78535,Phomolong Taxi Rank
28.04378,-25.78545,Phomolong Taxi Rank
28.04418,-25.78528,Phomolong Taxi Rank
28.04447,-25.78516,Phomolong Taxi Rank
28.1805,-26.03873,"Phomolong Taxi Rank, Corner S M Songo Avenue and E T Mdakalaan Street"
28.19867,-26.31492,Phumula Taxi Rank
28.04959,-26.2006,Polly Street Taxi Rank
28.37743,-26.3411,Polosong Hospital Taxi Rank
28.18739,-26.30702,Pomola Taxi Rank Leondale
27.76787,-26.45676,Poortjie Taxi Rank
28.19008,-25.75669,Pretoria Station Taxi Rank
28.1898,-25.75673,Pretoria Station Taxi Rank
28.18896,-25.75676,Pretoria Station Taxi Rank
28.18878,-25.75681,Pretoria Station Taxi Rank
28.19027,-25.75667,"Pretoria Station Taxi Rank, Corner Scheiding Street and Railway Street"
28.18823,-25.75679,Pretoria Station Taxi Rank. Scheiding Street
28.04719,-26.20254,Pritchard Street Taxi Rank
27.77034,-26.28481,Protea Glen Ext 28 Taxi Rank
27.81051,-26.27094,Protea Glen Mall Taxi Rank
27.8118,-26.27041,Protea Glen Mall Taxi Rank
27.81387,-26.27758,Protea Glen Mall Taxi Rank
27.80996,-26.27105,Protea Glen Mall Taxi Rank
27.81136,-26.26999,Protea Glen Mall Taxi Rank
27.81009,-26.27103,Protea Glen Mall Taxi Rank
27.80431,-26.27293,Protea Glen Taxi Rank
27.83625,-26.27501,Protea North Taxi Rank
28.53116,-25.67102,R515 Road Taxi Rank
28.19141,-25.75732,Railway St Taxi Rank
28.20775,-26.23028,Ramaphosa Taxi Rank
28.20812,-26.23033,Ramaphosa Taxi Rank
28.00758,-26.09523,Randburg Taxi Rank
28.00785,-26.09536,Randburg Taxi Rank
28.00809,-26.09542,Randburg Taxi Rank
28.00773,-26.09544,Randburg Taxi Rank
28.00773,-26.09544,Randburg Taxi Rank
28.00724,-26.09478,Randburg Taxi Rank
28.00732,-26.09492,Randburg Taxi Rank
28.00706,-26.095,Randburg Taxi Rank
28.00785,-26.09509,Randburg Taxi Rank
28.00669,-26.09572,Randburg Taxi Rank
28.00698,-26.09531,Randburg Taxi Rank
28.00768,-26.09516,Randburg Taxi Rank
28.00732,-26.09489,"Randburg Taxi Rank, Jan Smuts Avenue"
27.69805,-26.18207,Randfontein Station Taxi Rank
27.69904,-26.18182,Randfontein Station Taxi Rank
27.69923,-26.18065,Randfontein Station Taxi Rank
27.69916,-26.18183,Randfontein Station Taxi Rank
27.69935,-26.18046,Randfontein Station Taxi Rank
27.69899,-26.18195,Randfontein Station Taxi Rank
27.69909,-26.18135,Randfontein Taxi Rank
27.69908,-26.18109,Randfontein Taxi Rank
27.69941,-26.18186,Randfontein Taxi Rank
27.6993,-26.18185,Randfontein Taxi Rank
27.69902,-26.18141,Randfontein Taxi Rank
27.87062,-26.15803,Rank 5 (Roodepoort) Taxi Rank
28.52924,-25.74575,Rayton Taxi Rank
28.52919,-25.74525,Rayton Taxi Rank
28.29909,-26.21166,Reading Road Taxi Rank
28.29899,-26.21172,Reading Road Taxi Rank
27.74991,-26.18962,Reitvallei Taxi Rank
27.8835,-26.53551,Residensia Taxi Rank
27.88349,-26.53547,Residensia Taxi Rank
27.86597,-26.50986,Residensia Taxi Rank
27.88415,-26.53546,Residensia Taxi Rank
27.88383,-26.53549,Residensia Taxi Rank
27.8833,-26.53552,Residensia Taxi Rank
27.88434,-26.53546,Residensia Taxi Rank
27.88359,-26.53523,Residensia Taxi Rank
27.88395,-26.53548,"Residensia Taxi Rank, Corner Sebe and Union Road"
28.7054,-25.71271,Retabiseng Taxi Rank
28.70471,-25.71316,Rethabiseng Taxi Rank
28.70509,-25.71319,Rethabiseng Taxi Rank
28.22654,-26.22993,Rieger Park Taxi Rank
28.22654,-26.22993,Rieger Park Taxi Rank
27.97821,-26.21329,Riverlea Taxi Rank
27.97803,-26.21328,Riverlea Taxi Rank
27.92363,-26.19327,Roberville Taxi Rank
28.21421,-26.31225,Rondebult Taxi Rank
27.86976,-26.15919,Roodepoort Station Taxi Rank
27.87048,-26.15796,Roodepoort Taxi Rank
27.86974,-26.16083,Roodepoort Taxi Rank
27.87068,-26.15805,Roodepoort Taxi Rank
27.86966,-26.16069,Roodepoort Taxi Rank
28.04351,-26.20084,Rosebank Taxi Rank
28.04145,-26.1424,Rosebank Taxi Rank
28.04153,-26.14254,Rosebank Taxi Rank
28.21988,-26.35176,Sam Sekoati Avenue Taxi Rank
28.05817,-26.10778,Sandton Square Taxi Rank
28.05752,-26.1081,Sandton Taxi Rank
28.20096,-26.02039,Sangweni Taxi Rank
28.20097,-26.02038,Sangweni Taxi Rank
28.20154,-26.02157,Sangweni Taxi Rank
28.20182,-26.02093,Sangweni Taxi Rank
28.20184,-26.02181,Sangweni Taxi Rank
28.07243,-26.10414,Santon Taxi Rank
28.03474,-25.78666,"Saulsville, Mabunda Supermarket Taxi Rank"
28.17648,-26.12414,Sebenza Taxi Rank
28.17191,-26.12474,Sebenza Taxi Rank
27.84456,-26.60204,Sebokeng Plaza Taxi Rank
27.85707,-26.53284,"Sekhosana Taxi Rank, Corner Stirling Road and Adams Road"
27.85705,-26.53281,"Sekhosana Taxi Rank, Evaton"
27.86668,-26.69714,Sharpville Vuka Taxi Rank
27.86837,-26.16404,Shoprite Taxi Rank Roodepoort
28.74579,-25.80343,Short Street Taxi Rank
28.35685,-25.76691,Silver Oak Taxi Rank
28.3574,-25.76665,Silver Oak's Taxi Rank
28.35671,-25.76728,Silver Oak's Taxi Rank
28.35919,-25.76787,Silver Oak's Taxi Rank
28.35711,-25.76652,Silver Oaks Taxi Rank
28.35758,-25.76681,Silveroaks Crossing Taxi Rank
28.30262,-25.73312,Silverton Shopping Centre Taxi Rank
28.3024,-25.73321,Silverton Shopping Centre Taxi Rank
27.69423,-26.31584,Simunye Taxi Rank
28.19478,-25.7399,Sisulu Street Taxi Rank
27.77596,-26.21669,Slovoville Taxi Rank
27.82118,-26.21976,Snake Park Taxi Rank (Thulani)
28.36844,-25.75168,Solomon Mahlangu Taxi Rank
28.1028,-25.58077,Soshanguve Block XX Taxi Rank
28.10273,-25.58016,Soshanguve Block XX Taxi Rank
28.09294,-25.49306,Soshanguve Taxi Rank
28.0927,-25.49415,Soshanguve Taxi Rank
28.09327,-25.49446,Soshanguve Taxi Rank
27.67865,-26.40669,"South Deep Taxi Rank,Elsburg"
28.18655,-25.86059,South Street Taxi Rank
27.98021,-26.26535,Southgate Mall Taxi Rank
27.98187,-26.26444,Southgate Mall Taxi Rank
28.52027,-25.67361,"Spar Cullinan, Taxi Rank"
27.70288,-26.18316,Spar Randfontein Taxi Rank
28.43825,-26.25462,Springs A Taxi Rank
28.43837,-26.25355,Springs A Taxi Rank
28.43892,-26.25041,Springs B Taxi Rank
28.43824,-26.24865,Springs Main Taxi Rank
28.43902,-26.24988,Springs Station Taxi Rank
28.43846,-26.24815,Springs Station Taxi Rank
28.43889,-26.25056,Springs Taxi Rank
28.43837,-26.25427,Springs Taxi Rank A
28.14196,-26.32732,"Sprite Taxi Rank, Corner Hospital Street and Kumalo Street"
28.18444,-26.32644,Spruiteview Taxi Rank
28.18445,-26.32576,Spruitview Taxi Rank
28.18509,-26.32657,Spruitview Taxi Rank
28.185,-26.3266,"Spruitview Taxi Rank, Corner Leondale Street and MOagi Road"
28.1847,-26.32557,SpruitviewTaxi Rank
28.10171,-25.90618,Stone Hill Stop Taxi Rank
28.10099,-25.90666,Stone Hill Taxi Rank
27.90125,-26.12125,Struben Valley Taxi Rank
28.02805,-25.78923,Supermarket Taxi Rank
28.02888,-25.7892,Supermarket Taxi Rank
27.76714,-26.19474,Swanneville Taxi Rank
28.20707,-25.99941,Swazi Inn Taxi Rank
28.20709,-25.99937,Swazi Inn Taxi Rank
28.20135,-26.01991,Tembisa Sangweni Taxi Rank
27.91666,-25.71173,Ten Rooms Taxi Rank
28.14751,-25.79131,Thaba Tshwane Taxi Rank
28.04297,-26.14758,The Mall of Rosebank Taxi Rank
28.357,-25.76686,The Silveroaks Crossing/ Taxi Rank
28.24802,-26.00426,Thembisa Taxi Rank
28.14231,-26.32757,"Thokaza Taxi Rank, Corner Hospital Street and Kumalo Street"
28.12336,-26.27411,Thokoza Taxi Rank
27.97154,-26.66015,Three Rivers Taxi Rank
27.89799,-26.42113,Thulamntana Taxi Rank
27.86446,-26.27828,Trek Taxi Rank
27.86478,-26.2782,Trek Taxi Rank
27.86445,-26.2781,Trek Taxi Rank
28.38755,-26.37985,Tsakane Extension 15 Taxi Rank
28.37189,-26.35556,Tsakane Mall Taxi Rank
28.38846,-26.3803,Tsakane Taxi Rank
27.79248,-26.195,Tshepisong 2nd Taxi Rank
27.84236,-26.27306,Tshithuthune Street Taxi Rank (Mapetla)
28.16478,-26.41835,Tsietsi Phase 5 Taxi Rank
28.16554,-26.41359,Tsietsi Phase 5 Taxi Rank
28.16554,-26.41361,Tsietsi Taxi Rank
28.16555,-26.41365,Tsietsi Taxi Rank
27.82127,-26.71243,Vaal Mall Taxi Rank
28.19321,-25.74775,Van Der Walt Street Taxi Rank
27.83876,-26.69676,Vanderbijilpark Taxi Rank
27.83747,-26.69656,Vanderbijilpark Taxi Rank
27.83832,-26.69642,Vanderbijilpark Taxi Rank
27.83875,-26.69652,Vanderbijilpark Taxi Rank
27.83876,-26.69669,Vanderbijilpark Taxi Rank
27.83877,-26.6968,Vanderbijilpark Taxi Rank
27.83744,-26.69589,Vanderbijilpark Taxi Rank
27.83877,-26.6968,Vanderbijllpark Taxi Rank
27.83739,-26.69494,Vanderbijlpark Taxi Rank
27.83808,-26.69562,Vanderbillpark Taxi Rank
27.83824,-26.69642,Vanderbillpark Taxi Rank
27.83879,-26.69725,Vandrbijilpark Taxi Rank
27.98318,-26.33197,Vereeniging Road Taxi Rank
27.98409,-26.33221,Vereeniging Road Taxi rank
27.93304,-26.67981,Vereeniging Station Taxi Rank
27.93401,-26.67382,Vereeniging Taxi Rank
27.93407,-26.67355,Vereeniging Taxi Rank
27.93414,-26.67327,Vereeniging Taxi Rank
27.93427,-26.67267,Vereeniging Taxi Rank
27.93431,-26.67251,Vereeniging Taxi Rank
28.19259,-25.74477,Vermeulen Street Taxi Rank
28.39945,-25.72343,Vista Taxi Rank/Mamelodi Campus
28.40092,-25.7234,Vista Taxi Rank/Manelodi Campus
28.40101,-25.72307,Vista University Taxi Rank
28.40078,-25.72358,Vista University Taxi Rank
27.8127,-26.17596,Vlakfontein B Taxi Rank
28.32215,-26.19196,Voortrekker Street Taxi Rank
28.10433,-26.0007,Vornavalley Taxi Rank
28.21851,-26.3419,Vosloorus Taxi Rank
28.21871,-26.34184,Vosloorus Taxi Rank
28.21872,-26.34301,Vosloorus Taxi Rank
28.21794,-26.34195,Vosloorus Taxi Rank
28.21812,-26.3419,Vosloorus Taxi Rank
28.21815,-26.34199,Vosloorus Taxi Rank
28.21874,-26.34226,Vosloorus Taxi Rank
28.21876,-26.34216,Vosloorus Taxi Rank
28.21885,-26.34218,Vosloorus Taxi Rank
28.21875,-26.34182,Vosloorus Taxi Rank
28.21891,-26.34287,Vosloorus Taxi Rank
28.21896,-26.34176,Vosloorus Taxi Rank
28.21876,-26.34298,Vosloorus Taxi Rank
28.21878,-26.34219,Vosloorus Taxi Rank
28.21802,-26.34193,Vosloorus Taxi Rank
28.21851,-26.3419,Vosloorus Taxi Rank
28.21892,-26.34226,Vosloorus Taxi Rank
28.21874,-26.34226,Vosloorus Taxi Rank
28.21783,-26.34198,Vosloorus Taxi Rank
28.21876,-26.34192,Vosloorus Taxi Rank
28.17188,-26.27479,Wadeville Ext 1 Taxi Rank
28.17172,-26.27473,"Wadeville, Ext 1 Taxi Rank"
27.9571,-26.4189,Walkerville Taxi Rank
28.04473,-26.19748,Wanderers Taxi Rank
28.0447,-26.19717,Wanderers Taxi Rank
28.04508,-26.19976,Wanderers Taxi Rank
28.04507,-26.19975,Wanderers Taxi Rank
27.81494,-26.29936,Waterworks Taxi Rank
27.28451,-26.37729,Welverdiend Station Taxi Rank
28.09132,-25.73639,Westfort Taxi Rank
27.8661,-26.13931,Westgate Shopping Centre Taxi Rank
27.8622,-26.13934,Westgate Shopping Centre Taxi Rank
28.03511,-26.21004,Westgate Taxi Rank
28.03499,-26.20958,Westgate Taxi Rank
27.85862,-26.13608,Westgate Taxi Rank
28.03487,-26.20964,Westgate Taxi Rank
28.03502,-26.21021,Westgate Taxi Rank
27.86284,-26.13761,Westgate Taxi Rank
28.03512,-26.20965,Westgate Taxi Rank
28.03469,-26.21085,Westgate Taxi Rank
27.85879,-26.13704,Westgate Taxi Rank
28.03506,-26.20965,Westgate Taxi Rank
28.03488,-26.21093,Westgate Taxi Rank
28.03512,-26.20965,Westgate Taxi Rank
28.0353,-26.20984,"Westgate Taxi Rank, Ntemi Piliso Street"
27.65361,-26.31843,Westonaria A Taxi Rank
28.14224,-25.85659,Wierdapark Taxi Rank
28.34391,-25.71844,Wiloss Taxi Rank
28.34448,-25.71838,Wiloss Taxi Rank
28.34427,-25.71838,"Wiloss Taxi Rank, Corner Tsamaya Avenue and Dr Ribeiro Drive"
28.25242,-26.29401,Wind Mill Park Taxi Rank
28.22265,-25.98073,Winnie Mandela Taxi Rank
28.22294,-25.98099,Winnie Mandela Taxi Rank
28.01116,-26.0115,"Witkoppen Clinic, Taxi Rank"
28.19143,-25.65293,Wonderboom Airport Taxi Rank
28.18311,-25.68109,Wonderboom Station Taxi Rank
28.18298,-25.67959,Wonderboom Station Taxi Rank
28.18308,-25.68133,Wonderboom Taxi Rank
28.19143,-25.65293,"WonderboomTaxi Rank, Corner Lavender Road and Linvelt Road"
28.09019,-26.05601,Woodmead Shopping Centre Taxi Rank
28.09058,-26.05742,Woodmead Square Taxi Rank
28.08311,-26.10969,Wynberg Taxi Rank
28.04441,-26.19727,Zimbabwe Taxi Rank
27.82999,-26.24445,Zola Clinic Taxi Rank
27.83991,-26.24235,Zola Taxi Rank
27.86166,-26.23624,Zondi Taxi Rank
28.39097,-26.30931,kwaThema Taxi Rank
,,